@attribute UserCPU_Time_millis_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary {'Number of leaves: 7\nSize of the tree: 9\n','Number of leaves: 11\nSize of the tree: 14\n'}
@attribute measureTreeSize numeric
@attribute measureNumLeaves numeric
@attribute measureNumRules numeric

@data

balance-scale,10,10,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1 -num-decimal-places 4',3932117032546553727,20170918.1334,563,62,23,39,0,37.096774,62.903226,0,0.212891,0.286296,0.381208,89.463693,95.297777,143.975628,129.05994,14.915688,2.322188,2.081612,0.240576,27.273882,0.439901,1174.628964,0.769231,10,0.183673,9,0.816327,40,0.230769,3,0.526316,0.769231,0.625,0.517045,0.868917,0.745321,0.370968,0.15709,0.84291,0.629032,0.34517,0.370968,0.350032,0.201745,0.657087,0.384616,0.346738,0.370968,0.047,0,0.046875,0,46.875,0,9621,40704,6135,98.387097,86.451613,?,?,?,?
balance-scale,1,1,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20170918.1334,562,63,18,45,0,28.571429,71.428571,0,0.10821,0.309871,0.398988,96.83072,99.7427,146.29757,2284.247579,-2137.950009,2.322184,36.257898,-33.935714,16.512167,0.262098,711.144442,0.846154,11,0.44,22,0.56,28,0.153846,2,0.333333,0.846154,0.478261,0.329101,0.671538,0.312813,0.285714,0.177087,0.822913,0.714286,0.116402,0.285714,0.165355,0.068638,0.578852,0.255419,0.165652,0.285714,0.001,0,0,0,0,0,5531,40635,6204,96.825397,99.365079,'Number of leaves: 7\nSize of the tree: 9\n',9,7,7
balance-scale,1,2,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20170918.1334,562,63,20,43,0,31.746032,68.253968,0,0.149451,0.308279,0.396303,96.333054,99.071394,146.29757,2282.33667,-2136.0391,2.322184,36.227566,-33.905383,17.164204,0.272448,739.226327,0.769231,10,0.34,17,0.66,33,0.230769,3,0.37037,0.769231,0.5,0.351006,0.702308,0.332519,0.31746,0.167656,0.832344,0.68254,0.317322,0.31746,0.207013,0.147924,0.624718,0.280201,0.20903,0.31746,0,0,0,0,0,0,5531,40635,6204,96.825397,99.365079,'Number of leaves: 7\nSize of the tree: 9\n',9,7,7
balance-scale,1,3,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20170918.1334,562,63,21,42,0,33.333333,66.666667,0,0.167139,0.305129,0.392572,95.348953,98.138588,146.29757,2280.066384,-2133.768814,2.322184,36.19153,-33.869346,19.522224,0.309877,840.78128,0.769231,10,0.46,23,0.54,27,0.230769,3,0.30303,0.769231,0.434783,0.250566,0.64,0.280719,0.333333,0.166275,0.833725,0.666667,0.435546,0.333333,0.234621,0.190223,0.608366,0.274344,0.234502,0.333333,0,0,0,0,0,0,5531,40635,6204,96.825397,99.047619,'Number of leaves: 7\nSize of the tree: 9\n',9,7,7
balance-scale,1,4,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20170918.1334,562,63,17,46,0,26.984127,73.015873,0,0.089252,0.311698,0.406653,97.401535,101.658853,146.29757,4426.005327,-4279.707757,2.322184,70.254053,-67.931869,15.776425,0.250419,679.457583,0.692308,9,0.44,22,0.56,28,0.307692,4,0.290323,0.692308,0.409091,0.204236,0.638462,0.287074,0.269841,0.18043,0.81957,0.730159,0.110701,0.269841,0.156978,0.060652,0.581447,0.258174,0.158009,0.269841,0,0,0,0,0,0,5531,40635,6204,93.650794,96.507937,'Number of leaves: 7\nSize of the tree: 9\n',9,7,7
balance-scale,1,5,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20170918.1334,562,63,19,44,0,30.15873,69.84127,0,0.128302,0.306543,0.395472,95.790775,98.863568,146.29757,2282.845374,-2136.547803,2.322184,36.235641,-33.913457,18.726744,0.29725,806.521654,0.692308,9,0.44,22,0.56,28,0.307692,4,0.290323,0.692308,0.409091,0.204236,0.607692,0.27766,0.301587,0.173352,0.826648,0.698413,0.509278,0.301587,0.21753,0.168298,0.601634,0.28401,0.219208,0.301587,0,0,0,0,0,0,5531,40635,6204,96.825397,99.047619,'Number of leaves: 7\nSize of the tree: 9\n',9,7,7
balance-scale,1,6,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20170918.1334,563,62,24,38,0,38.709677,61.290323,0,0.231321,0.303063,0.389312,94.703049,97.32361,143.975628,2273.067101,-2129.091473,2.322188,36.662373,-34.340185,20.362558,0.328428,876.972708,1,12,0.3,15,0.7,35,0,0,0.444444,1,0.615385,0.557773,0.85,0.444444,0.387097,0.156485,0.843515,0.612903,0.160025,0.387097,0.226176,0.175443,0.604816,0.278856,0.225205,0.387097,0.001,0,0,0,0,0,5531,40704,6135,96.774194,99.032258,'Number of leaves: 7\nSize of the tree: 9\n',9,7,7
balance-scale,1,7,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20170918.1334,563,62,25,37,0,40.322581,59.677419,0,0.250816,0.299587,0.384893,93.616833,96.218912,143.975628,2268.432348,-2124.45672,2.322188,36.587619,-34.265431,21.997163,0.354793,947.371735,0.916667,11,0.22,11,0.78,39,0.083333,1,0.5,0.916667,0.647059,0.575254,0.875833,0.49537,0.403226,0.15343,0.84657,0.596774,0.465054,0.403226,0.28567,0.252033,0.683282,0.328409,0.284807,0.403226,0.001,0,0,0,0,0,5531,40704,6135,96.774194,99.354839,'Number of leaves: 7\nSize of the tree: 9\n',9,7,7
balance-scale,1,8,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20170918.1334,563,62,23,39,0,37.096774,62.903226,0,0.212378,0.305185,0.392324,95.366385,98.076621,143.975628,1205.255166,-1061.279538,2.322188,19.439599,-17.117412,18.793373,0.303119,809.391194,0.916667,11,0.42,21,0.58,29,0.083333,1,0.34375,0.916667,0.5,0.392649,0.728333,0.331233,0.370968,0.158315,0.841685,0.629032,0.351094,0.370968,0.25497,0.219248,0.619803,0.288662,0.250894,0.370968,0.001,0,0,0,0,0,5531,40704,6135,98.387097,99.354839,'Number of leaves: 7\nSize of the tree: 9\n',9,7,7
balance-scale,1,9,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20170918.1334,563,62,17,45,0,27.419355,72.580645,0,0.090909,0.311556,0.402493,97.357223,100.618843,143.975628,2283.597429,-2139.621801,2.322188,36.832217,-34.510029,15.243721,0.245866,656.515125,0.666667,8,0.44,22,0.56,28,0.333333,4,0.266667,0.666667,0.380952,0.179196,0.619167,0.266133,0.274194,0.183173,0.816827,0.725806,0.116685,0.274194,0.163594,0.051432,0.561471,0.241428,0.161905,0.274194,0.001,0,0,0,0,0,5531,40704,6135,96.774194,99.354839,'Number of leaves: 7\nSize of the tree: 9\n',9,7,7
balance-scale,1,10,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20170918.1334,563,62,21,41,0,33.870968,66.129032,0,0.173602,0.306297,0.395067,95.713782,98.762368,143.975628,3349.875108,-3205.89948,2.322188,54.030244,-51.708056,18.896771,0.304787,813.844319,0.833333,10,0.46,23,0.54,27,0.166667,2,0.30303,0.833333,0.444444,0.295608,0.675,0.284783,0.33871,0.16524,0.83476,0.66129,0.273705,0.33871,0.249273,0.167281,0.632281,0.294239,0.250375,0.33871,0.001,0,0,0,0,0,5531,40704,6135,95.16129,97.741935,'Number of leaves: 7\nSize of the tree: 9\n',9,7,7
balance-scale,2,1,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20170918.1334,562,63,18,45,0,28.571429,71.428571,0,0.108491,0.310119,0.40213,96.907966,100.527945,146.29757,3356.726544,-3210.428973,2.322184,53.281374,-50.95919,16.758981,0.266016,721.774196,0.666667,8,0.411765,21,0.588235,30,0.333333,4,0.275862,0.666667,0.390244,0.200822,0.602124,0.245614,0.285714,0.177479,0.822521,0.714286,0.302929,0.285714,0.188052,0.10354,0.567109,0.251379,0.190636,0.285714,0.001,0,0,0,0,0,5531,40635,6204,95.238095,97.777778,'Number of leaves: 7\nSize of the tree: 9\n',9,7,7
balance-scale,2,2,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20170918.1334,562,63,18,45,0,28.571429,71.428571,0,0.10793,0.311128,0.399939,97.223528,99.980289,146.29757,2285.110135,-2138.812565,2.322184,36.271589,-33.949406,15.613768,0.247838,672.45229,0.833333,10,0.333333,17,0.666667,34,0.166667,2,0.37037,0.833333,0.512821,0.396746,0.740196,0.340388,0.285714,0.178655,0.821345,0.714286,0.117712,0.285714,0.166463,0.076505,0.578198,0.245375,0.169231,0.285714,0.001,0,0,0,0,0,5531,40635,6204,96.825397,99.365079,'Number of leaves: 7\nSize of the tree: 9\n',9,7,7
balance-scale,2,3,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20170918.1334,562,63,20,43,0,31.746032,68.253968,0,0.148916,0.312607,0.404355,97.685503,101.084191,146.29757,4427.156241,-4280.85867,2.322184,70.272321,-67.950138,15.521162,0.246368,668.463955,0.833333,10,0.45098,23,0.54902,28,0.166667,2,0.30303,0.833333,0.444444,0.300623,0.64951,0.283183,0.31746,0.168441,0.831559,0.68254,0.229678,0.31746,0.205026,0.127086,0.53775,0.237981,0.205556,0.31746,0.001,0,0,0,0,0,5531,40635,6204,93.650794,98.730159,'Number of leaves: 7\nSize of the tree: 9\n',9,7,7
balance-scale,2,4,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20170918.1334,562,63,21,42,0,33.333333,66.666667,0,0.16897,0.307092,0.399355,95.96221,99.834358,146.29757,5490.500994,-5344.203424,2.322184,87.150809,-84.828626,18.803404,0.298467,809.823245,0.75,9,0.411765,21,0.588235,30,0.25,3,0.3,0.75,0.428571,0.265936,0.636438,0.279894,0.333333,0.164314,0.835686,0.666667,0.234921,0.333333,0.237857,0.132949,0.611693,0.295913,0.240977,0.333333,0.001,0,0,0,0,0,5531,40635,6204,92.063492,96.507937,'Number of leaves: 7\nSize of the tree: 9\n',9,7,7
balance-scale,2,5,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20170918.1334,562,63,18,45,0,28.571429,71.428571,0,0.110449,0.311536,0.402306,97.350824,100.572018,146.29757,2288.896901,-2142.599331,2.322184,36.331697,-34.009513,15.773988,0.250381,679.35263,0.833333,10,0.509804,26,0.490196,25,0.166667,2,0.277778,0.833333,0.416667,0.256718,0.653595,0.263228,0.285714,0.175126,0.824874,0.714286,0.315536,0.285714,0.20514,0.116182,0.556446,0.237469,0.205238,0.285714,0,0,0,0,0,0,5531,40635,6204,96.825397,98.730159,'Number of leaves: 7\nSize of the tree: 9\n',9,7,7
balance-scale,2,6,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20170918.1334,563,62,22,40,0,35.483871,64.516129,0,0.192971,0.304207,0.391941,95.060711,97.980735,143.975628,3345.706193,-3201.730566,2.322188,53.963003,-51.640816,20.050692,0.323398,863.541305,0.846154,11,0.326531,16,0.673469,33,0.153846,2,0.407407,0.846154,0.55,0.426621,0.759027,0.38411,0.354839,0.161369,0.838631,0.645161,0.337624,0.354839,0.231121,0.185112,0.60683,0.282617,0.229658,0.354839,0,0,0,0,0,0,5531,40704,6135,95.16129,98.709677,'Number of leaves: 7\nSize of the tree: 9\n',9,7,7
balance-scale,2,7,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20170918.1334,563,62,23,39,0,37.096774,62.903226,0,0.212378,0.303845,0.391536,94.947658,97.879586,143.975628,2273.232862,-2129.257234,2.322188,36.665046,-34.342859,19.284366,0.311038,830.537224,0.846154,11,0.346939,17,0.653061,32,0.153846,2,0.392857,0.846154,0.536585,0.408356,0.739403,0.378323,0.370968,0.158723,0.841277,0.629032,0.250115,0.370968,0.241542,0.175432,0.639358,0.290795,0.24065,0.370968,0.001,0,0,0,0,0,5531,40704,6135,96.774194,99.032258,'Number of leaves: 7\nSize of the tree: 9\n',9,7,7
balance-scale,2,8,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20170918.1334,563,62,23,39,0,37.096774,62.903226,0,0.211864,0.300181,0.385554,93.802466,96.38408,143.975628,2270.239597,-2126.263969,2.322188,36.616768,-34.29458,21.695917,0.349934,934.397675,0.923077,12,0.387755,19,0.612245,30,0.076923,1,0.387097,0.923077,0.545455,0.435836,0.755887,0.373449,0.370968,0.158723,0.841277,0.629032,0.449829,0.370968,0.25907,0.227768,0.671221,0.310007,0.256234,0.370968,0.001,0,0,0,0,0,5531,40704,6135,96.774194,99.032258,'Number of leaves: 7\nSize of the tree: 9\n',9,7,7
balance-scale,2,9,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20170918.1334,563,62,18,44,0,29.032258,70.967742,0,0.112268,0.308382,0.396262,96.365312,99.060956,143.975628,1209.145249,-1065.169621,2.322188,19.502343,-17.180155,16.444827,0.265239,708.244226,0.692308,9,0.346939,17,0.653061,32,0.307692,4,0.346154,0.692308,0.461538,0.284915,0.672684,0.314529,0.290323,0.17767,0.82233,0.709677,0.123814,0.290323,0.172511,0.072186,0.627966,0.264639,0.170569,0.290323,0.001,0,0,0,0,0,5531,40704,6135,98.387097,99.677419,'Number of leaves: 7\nSize of the tree: 9\n',9,7,7
balance-scale,2,10,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20170918.1334,563,62,20,42,0,32.258065,67.741935,0,0.151792,0.30533,0.391653,95.411468,97.908911,143.975628,1207.475854,-1063.500226,2.322188,19.475417,-17.153229,18.785819,0.302997,809.065871,0.692308,9,0.408163,20,0.591837,29,0.307692,4,0.310345,0.692308,0.428571,0.231821,0.635793,0.27937,0.322581,0.171152,0.828848,0.677419,0.321056,0.322581,0.209661,0.148577,0.632574,0.282468,0.209507,0.322581,0.001,0,0,0,0,0,5531,40704,6135,98.387097,99.677419,'Number of leaves: 7\nSize of the tree: 9\n',9,7,7
balance-scale,3,1,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20170918.1334,562,63,19,44,0,30.15873,69.84127,0,0.12967,0.310621,0.402084,97.064999,100.516625,146.29757,4424.768832,-4278.471261,2.322184,70.234426,-67.912242,16.607941,0.263618,715.269249,0.833333,10,0.45098,23,0.54902,28,0.166667,2,0.30303,0.833333,0.444444,0.300623,0.667484,0.283426,0.301587,0.171783,0.828217,0.698413,0.224387,0.301587,0.196825,0.110962,0.566956,0.244676,0.197607,0.301587,0.001,0,0,0,0,0,5531,40635,6204,93.650794,97.777778,'Number of leaves: 7\nSize of the tree: 9\n',9,7,7
balance-scale,3,2,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20170918.1334,562,63,19,44,0,30.15873,69.84127,0,0.129123,0.308414,0.398817,96.375325,99.699953,146.29757,3352.42224,-3206.12467,2.322184,53.213051,-50.890868,17.563185,0.278781,756.409594,0.916667,11,0.392157,20,0.607843,31,0.083333,1,0.354839,0.916667,0.511628,0.411977,0.775327,0.394905,0.301587,0.17296,0.82704,0.698413,0.124512,0.301587,0.176062,0.081114,0.583797,0.268435,0.178516,0.301587,0.001,0,0,0,0,0,5531,40635,6204,95.238095,98.412698,'Number of leaves: 7\nSize of the tree: 9\n',9,7,7
balance-scale,3,3,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20170918.1334,562,63,22,41,0,34.920635,65.079365,0,0.189011,0.30462,0.393063,95.189696,98.261444,146.29757,3348.623954,-3202.326383,2.322184,53.152761,-50.830578,19.869315,0.315386,855.729759,0.833333,10,0.45098,23,0.54902,28,0.166667,2,0.30303,0.833333,0.444444,0.300623,0.65768,0.300685,0.349206,0.159795,0.840205,0.650794,0.430736,0.349206,0.262132,0.217482,0.625546,0.296626,0.263101,0.349206,0,0,0,0,0,0,5531,40635,6204,95.238095,98.412698,'Number of leaves: 7\nSize of the tree: 9\n',9,7,7
balance-scale,3,4,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20170918.1334,562,63,22,41,0,34.920635,65.079365,0,0.187736,0.301156,0.386373,94.107248,96.589054,146.29757,2272.954183,-2126.656613,2.322184,36.078638,-33.756454,20.799348,0.330148,895.784342,0.916667,11,0.372549,19,0.627451,32,0.083333,1,0.366667,0.916667,0.52381,0.42781,0.776961,0.363095,0.349206,0.161755,0.838245,0.650794,0.23958,0.349206,0.221082,0.166933,0.698434,0.318351,0.222338,0.349206,0,0,0,0,0,0,5531,40635,6204,96.825397,98.730159,'Number of leaves: 7\nSize of the tree: 9\n',9,7,7
balance-scale,3,5,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20170918.1334,562,63,20,43,0,31.746032,68.253968,0,0.14704,0.305991,0.394254,95.61806,98.559094,146.29757,2280.889872,-2134.592302,2.322184,36.204601,-33.882417,18.773087,0.297986,808.517537,0.75,9,0.333333,17,0.666667,34,0.25,3,0.346154,0.75,0.473684,0.332336,0.691176,0.307234,0.31746,0.170794,0.829206,0.68254,0.228066,0.31746,0.203718,0.135659,0.614905,0.264599,0.204737,0.31746,0,0,0,0,0,0,5531,40635,6204,96.825397,99.047619,'Number of leaves: 7\nSize of the tree: 9\n',9,7,7
balance-scale,3,6,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20170918.1334,563,62,17,45,0,27.419355,72.580645,0,0.091797,0.312435,0.402682,97.631867,100.66593,143.975628,2286.352397,-2142.376769,2.322188,36.876652,-34.554464,15.188897,0.244982,654.153968,0.692308,9,0.387755,19,0.612245,30,0.307692,4,0.321429,0.692308,0.439024,0.249123,0.657771,0.339241,0.274194,0.181949,0.818051,0.725806,0.115783,0.274194,0.162435,0.056517,0.547235,0.240696,0.160532,0.274194,0,0,0,0,0,0,5531,40704,6135,96.774194,99.354839,'Number of leaves: 7\nSize of the tree: 9\n',9,7,7
balance-scale,3,7,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20170918.1334,563,62,18,44,0,29.032258,70.967742,0,0.112268,0.308035,0.39661,96.256923,99.148013,143.975628,1210.901209,-1066.925582,2.322188,19.530665,-17.208477,17.179066,0.277082,739.866366,0.692308,9,0.367347,18,0.632653,31,0.307692,4,0.333333,0.692308,0.45,0.266799,0.694662,0.356079,0.290323,0.17767,0.82233,0.709677,0.311828,0.290323,0.194513,0.117777,0.608943,0.273068,0.193497,0.290323,0.001,0,0,0,0,0,5531,40704,6135,98.387097,99.354839,'Number of leaves: 7\nSize of the tree: 9\n',9,7,7
balance-scale,3,8,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20170918.1334,563,62,23,39,0,37.096774,62.903226,0,0.212634,0.306254,0.394522,95.700166,98.625966,143.975628,3346.609649,-3202.634021,2.322188,53.977575,-51.655387,18.750694,0.302431,807.553096,0.923077,12,0.326531,16,0.673469,33,0.076923,1,0.428571,0.923077,0.585366,0.487973,0.785714,0.411733,0.370968,0.157907,0.842093,0.629032,0.345845,0.370968,0.242537,0.190146,0.597508,0.279499,0.240866,0.370968,0.001,0,0.015625,0,15.625,0,5531,40704,6135,95.16129,99.032258,'Number of leaves: 7\nSize of the tree: 9\n',9,7,7
balance-scale,3,9,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20170918.1334,563,62,24,38,0,38.709677,61.290323,0,0.233322,0.306143,0.394672,95.66555,98.66363,143.975628,3347.748563,-3203.772935,2.322188,53.995945,-51.673757,19.054276,0.307327,820.627745,0.846154,11,0.326531,16,0.673469,33,0.153846,2,0.407407,0.846154,0.55,0.426621,0.757457,0.38411,0.387097,0.153627,0.846373,0.612903,0.25712,0.387097,0.250999,0.19437,0.583858,0.27568,0.250199,0.387097,0.001,0,0,0,0,0,5531,40704,6135,95.16129,98.709677,'Number of leaves: 7\nSize of the tree: 9\n',9,7,7
balance-scale,3,10,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20170918.1334,563,62,20,42,0,32.258065,67.741935,0,0.149575,0.306405,0.394879,95.747523,98.715319,143.975628,2278.003532,-2134.027904,2.322188,36.741992,-34.419805,18.326518,0.295589,789.284716,0.923077,12,0.510204,25,0.489796,24,0.076923,1,0.324324,0.923077,0.48,0.342622,0.694662,0.315505,0.322581,0.172785,0.827215,0.677419,0.339264,0.322581,0.210295,0.151931,0.629826,0.282052,0.206924,0.322581,0.001,0,0,0,0,0,5531,40704,6135,96.774194,99.032258,'Number of leaves: 7\nSize of the tree: 9\n',9,7,7
balance-scale,4,1,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20170918.1334,562,63,20,43,0,31.746032,68.253968,0,0.148649,0.306713,0.395363,95.843735,98.836347,146.29757,3349.671001,-3203.373431,2.322184,53.169381,-50.847197,18.874052,0.299588,812.86589,0.916667,11,0.411765,21,0.588235,30,0.083333,1,0.34375,0.916667,0.5,0.396576,0.751634,0.330977,0.31746,0.169225,0.830775,0.68254,0.125384,0.31746,0.179654,0.117682,0.613243,0.273616,0.181818,0.31746,0.001,0,0,0,0,0,5531,40635,6204,95.238095,96.507937,'Number of leaves: 7\nSize of the tree: 9\n',9,7,7
balance-scale,4,2,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20170918.1334,562,63,19,44,0,30.15873,69.84127,0,0.129944,0.308552,0.398589,96.418405,99.642857,146.29757,2283.437988,-2137.140418,2.322184,36.245047,-33.922864,17.304953,0.274682,745.288057,0.75,9,0.470588,24,0.529412,27,0.25,3,0.272727,0.75,0.4,0.219686,0.637255,0.258594,0.301587,0.171391,0.828609,0.698413,0.186869,0.301587,0.196825,0.103735,0.569287,0.249038,0.198974,0.301587,0.001,0,0,0,0,0,5531,40635,6204,96.825397,98.412698,'Number of leaves: 7\nSize of the tree: 9\n',9,7,7
balance-scale,4,3,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20170918.1334,562,63,17,46,0,26.984127,73.015873,0,0.089252,0.311264,0.401905,97.265996,100.471688,146.29757,2286.233262,-2139.935692,2.322184,36.289417,-33.967233,15.815139,0.251034,681.124906,0.75,9,0.431373,22,0.568627,29,0.25,3,0.290323,0.75,0.418605,0.250267,0.637255,0.265361,0.269841,0.181214,0.818786,0.730159,0.295584,0.269841,0.177821,0.087311,0.574858,0.254319,0.181157,0.269841,0,0,0,0,0,0,5531,40635,6204,96.825397,99.047619,'Number of leaves: 7\nSize of the tree: 9\n',9,7,7
balance-scale,4,4,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20170918.1334,562,63,20,43,0,31.746032,68.253968,0,0.147845,0.307481,0.398192,96.083871,99.543639,146.29757,3352.088458,-3205.790887,2.322184,53.207753,-50.88557,17.797721,0.282504,766.510581,0.75,9,0.392157,20,0.607843,31,0.25,3,0.310345,0.75,0.439024,0.281923,0.64951,0.279187,0.31746,0.169617,0.830383,0.68254,0.194461,0.31746,0.203212,0.126511,0.607594,0.260072,0.203714,0.31746,0,0,0,0,0,0,5531,40635,6204,95.238095,97.777778,'Number of leaves: 7\nSize of the tree: 9\n',9,7,7
balance-scale,4,5,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20170918.1334,562,63,23,40,0,36.507937,63.492063,0,0.206799,0.306792,0.397339,95.868399,99.330288,146.29757,5491.791933,-5345.494363,2.322184,87.171301,-84.849117,18.890883,0.299855,813.590762,0.75,9,0.313725,16,0.686275,35,0.25,3,0.36,0.75,0.486486,0.350166,0.669935,0.327537,0.365079,0.158021,0.841979,0.634921,0.250644,0.365079,0.234328,0.174254,0.573181,0.266875,0.234602,0.365079,0,0,0,0,0,0,5531,40635,6204,92.063492,97.460317,'Number of leaves: 7\nSize of the tree: 9\n',9,7,7
balance-scale,4,6,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20170918.1334,563,62,20,42,0,32.258065,67.741935,0,0.152068,0.30539,0.394705,95.430369,98.671771,143.975628,2278.182633,-2134.207005,2.322188,36.744881,-34.422694,19.098338,0.308038,822.525405,0.769231,10,0.367347,18,0.632653,31,0.230769,3,0.357143,0.769231,0.487805,0.328739,0.718995,0.343613,0.322581,0.170336,0.829664,0.677419,0.326498,0.322581,0.215008,0.138869,0.596633,0.280516,0.214044,0.322581,0,0,0,0,0,0,5531,40704,6135,96.774194,98.709677,'Number of leaves: 7\nSize of the tree: 9\n',9,7,7
balance-scale,4,7,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20170918.1334,563,62,21,41,0,33.870968,66.129032,0,0.173333,0.301112,0.385034,94.093385,96.254258,143.975628,130.517663,13.457964,2.322188,2.105124,0.217064,20.387606,0.328832,878.051492,0.769231,10,0.306122,15,0.693878,34,0.230769,3,0.4,0.769231,0.526316,0.38431,0.731554,0.356079,0.33871,0.164832,0.835168,0.66129,0.141412,0.33871,0.197256,0.142414,0.692265,0.305734,0.195059,0.33871,0.001,0,0,0,0,0,5531,40704,6135,100,100,'Number of leaves: 7\nSize of the tree: 9\n',9,7,7
balance-scale,4,8,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20170918.1334,563,62,20,42,0,32.258065,67.741935,0,0.151515,0.306136,0.394055,95.663372,98.509448,143.975628,2277.71239,-2133.736762,2.322188,36.737297,-34.415109,18.064289,0.29136,777.991087,0.923077,12,0.387755,19,0.612245,30,0.076923,1,0.387097,0.923077,0.545455,0.435836,0.78022,0.420596,0.322581,0.170336,0.829664,0.677419,0.134558,0.322581,0.189901,0.104907,0.64947,0.305404,0.18714,0.322581,0.001,0,0,0,0,0,5531,40704,6135,96.774194,99.354839,'Number of leaves: 7\nSize of the tree: 9\n',9,7,7
balance-scale,4,9,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20170918.1334,563,62,20,42,0,32.258065,67.741935,0,0.149853,0.306886,0.393918,95.897713,98.474987,143.975628,1207.605209,-1063.629582,2.322188,19.477503,-17.155316,17.771382,0.286635,765.376201,0.846154,11,0.530612,26,0.469388,23,0.153846,2,0.297297,0.846154,0.44,0.261852,0.656201,0.283817,0.322581,0.173193,0.826807,0.677419,0.132014,0.322581,0.186417,0.121933,0.59951,0.25627,0.185297,0.322581,0.001,0,0,0,0,0,5531,40704,6135,98.387097,99.677419,'Number of leaves: 7\nSize of the tree: 9\n',9,7,7
balance-scale,4,10,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20170918.1334,563,62,18,44,0,29.032258,70.967742,0,0.109951,0.3103,0.401201,96.964771,100.295867,143.975628,4421.889403,-4277.913775,2.322188,71.320797,-68.998609,16.839302,0.271602,725.233446,0.846154,11,0.408163,20,0.591837,29,0.153846,2,0.354839,0.846154,0.5,0.356593,0.690738,0.332292,0.290323,0.180118,0.819882,0.709677,0.124581,0.290323,0.174318,0.074681,0.576876,0.269738,0.171795,0.290323,0.001,0,0,0,0,0,5531,40704,6135,93.548387,97.096774,'Number of leaves: 7\nSize of the tree: 9\n',9,7,7
balance-scale,5,1,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20170918.1334,562,63,23,40,0,36.507937,63.492063,0,0.200761,0.304069,0.392315,95.017472,98.074472,146.29757,2277.110681,-2130.81311,2.322184,36.144614,-33.82243,19.825305,0.314687,853.834373,0.769231,10,0.36,18,0.64,32,0.230769,3,0.357143,0.769231,0.487805,0.333282,0.723846,0.343101,0.365079,0.163903,0.836097,0.634921,0.25941,0.365079,0.243343,0.161568,0.6422,0.292356,0.235856,0.365079,0.001,0,0,0,0,0,5531,40635,6204,96.825397,99.047619,'Number of leaves: 7\nSize of the tree: 9\n',9,7,7
