@attribute UserCPU_Time_testing numeric
@attribute UserCPU_Time_millis_training numeric
@attribute UserCPU_Time_millis_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary string
@attribute measureKNN numeric

@data

car,2,2,weka.classifiers.lazy.IBk,'-K 50 -W 0 -X -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20170918.1647,1555,173,158,15,0,91.32948,8.67052,0,0.797771,0.11272,0.196205,49.224318,58.036299,207.771695,75.530164,132.241531,1.200992,0.436591,0.764402,130.530439,0.754511,10779.583722,1,121,0.153846,8,0.846154,44,0,0,0.937984,1,0.968,0.890887,0.999762,0.999864,0.913295,0.117941,0.882059,0.086705,0.906581,0.913295,0.904877,0.840663,0.995995,0.983287,0.745947,0.913295,0,0.231,0,0.21875,0,218.75,136072,134291,16821,100,54.768786,?,1
car,2,3,weka.classifiers.lazy.IBk,'-K 50 -W 0 -X -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20170918.1647,1555,173,164,9,0,94.797688,5.202312,0,0.884854,0.108357,0.186432,47.318828,55.145423,207.771695,70.924942,136.846753,1.200992,0.409971,0.791022,135.851326,0.785268,11218.998034,0.983471,119,0.038462,2,0.961538,50,0.016529,2,0.983471,0.983471,0.983471,0.94501,0.998411,0.999344,0.947977,0.038677,0.961323,0.052023,0.952575,0.947977,0.941516,0.910872,0.996471,0.98599,0.82987,0.947977,0,0.24,0,0.234375,0,234.375,136088,134291,16821,100,55.057803,?,10
car,2,4,weka.classifiers.lazy.IBk,'-K 50 -W 0 -X -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20170918.1647,1555,173,156,17,0,90.17341,9.82659,0,0.76817,0.122081,0.208908,53.311976,61.793768,207.771695,82.937636,124.834059,1.200992,0.479408,0.721584,122.169208,0.70618,10089.088881,1,121,0.173077,9,0.826923,43,0,0,0.930769,1,0.964143,0.877311,0.999921,0.999932,0.901734,0.134513,0.865487,0.098266,0.904119,0.901734,0.887867,0.818226,0.993593,0.976546,0.698341,0.901734,0,0.233,0,0.21875,0,218.75,136088,134291,16821,100,54.190751,?,1
car,2,5,weka.classifiers.lazy.IBk,'-K 50 -W 0 -X -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20170918.1647,1555,173,156,17,0,90.17341,9.82659,0,0.772139,0.118613,0.203838,51.690843,60.15404,210.310948,79.380121,130.930827,1.21567,0.458845,0.756826,128.565385,0.743153,10631.619209,1,121,0.115385,6,0.884615,46,0,0,0.952756,1,0.975806,0.918054,1,1,0.901734,0.0986,0.9014,0.098266,0.910766,0.901734,0.884153,0.838492,0.995282,0.980031,0.615094,0.901734,0,0.23,0,0.234375,0,234.375,136096,134291,16821,100,54.913295,?,1
car,2,6,weka.classifiers.lazy.IBk,'-K 50 -W 0 -X -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20170918.1647,1555,173,164,9,0,94.797688,5.202312,0,0.883484,0.111309,0.192889,48.508087,56.92313,210.310948,72.935122,137.375825,1.21567,0.42159,0.79408,135.143575,0.781177,11175.597778,1,121,0.038462,2,0.961538,50,0,0,0.98374,1,0.991803,0.972576,1,1,0.947977,0.03829,0.96171,0.052023,0.95287,0.947977,0.936402,0.92105,0.999037,0.997046,0.763442,0.947977,0,0.232,0,0.234375,0,234.375,136096,134291,16821,100,53.468208,?,1
car,2,7,weka.classifiers.lazy.IBk,'-K 50 -W 0 -X -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20170918.1647,1555,173,162,11,0,93.641618,6.358382,0,0.85523,0.112934,0.194612,49.216124,57.431384,210.310948,76.008362,134.302586,1.21567,0.439355,0.776316,132.931112,0.768388,10992.639806,1,121,0.096154,5,0.903846,47,0,0,0.960317,1,0.979757,0.931654,0.999921,0.999932,0.936416,0.077014,0.922986,0.063584,0.938452,0.936416,0.928871,0.889596,0.996549,0.983515,0.801105,0.936416,0,0.229,0,0.21875,0,218.75,136096,134291,16821,100,55.346821,?,1
car,2,8,weka.classifiers.lazy.IBk,'-K 50 -W 0 -X -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20170918.1647,1555,173,160,13,0,92.485549,7.514451,0,0.82532,0.108429,0.195084,47.252979,57.570873,210.310948,72.461923,137.849025,1.21567,0.418855,0.796815,135.626554,0.783969,11215.537364,1,121,0.173077,9,0.826923,43,0,0,0.930769,1,0.964143,0.877311,1,1,0.924855,0.127562,0.872438,0.075145,0.924954,0.924855,0.920555,0.851055,0.996561,0.988903,0.857849,0.924855,0,0.228,0,0.21875,0,218.75,136088,134291,16821,100,52.023121,?,1
car,2,9,weka.classifiers.lazy.IBk,'-K 50 -W 0 -X -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20170918.1647,1556,172,162,10,0,94.186047,5.813953,0,0.867652,0.1142,0.196526,50.04972,58.366605,205.704619,74.536555,131.168065,1.195957,0.433352,0.762605,129.098857,0.750575,10656.477574,1,121,0.039216,2,0.960784,49,0,0,0.98374,1,0.991803,0.972194,1,1,0.94186,0.040778,0.959222,0.05814,0.948392,0.94186,0.93357,0.916629,0.998178,0.993038,0.742463,0.94186,0,0.227,0,0.234375,0,234.375,136173,134376,16736,100,54.215116,?,1
car,2,10,weka.classifiers.lazy.IBk,'-K 50 -W 0 -X -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20170918.1647,1556,172,163,9,0,94.767442,5.232558,0,0.880251,0.104325,0.187453,45.723355,55.67418,205.600818,69.243737,136.357081,1.195354,0.40258,0.792774,135.138607,0.78569,11154.475315,1,121,0.078431,4,0.921569,47,0,0,0.968,1,0.98374,0.944499,0.999595,0.999795,0.947674,0.063419,0.936581,0.052326,0.949164,0.947674,0.940128,0.908447,0.996313,0.985535,0.827825,0.947674,0,0.228,0,0.234375,0,234.375,136165,134376,16736,100,52.180233,?,1
car,3,1,weka.classifiers.lazy.IBk,'-K 50 -W 0 -X -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20170918.1647,1555,173,162,11,0,93.641618,6.358382,0,0.857357,0.112149,0.192082,48.975042,56.816469,207.771695,73.346478,134.425217,1.200992,0.423968,0.777024,132.721131,0.767174,10960.497389,0.991736,120,0.038462,2,0.961538,50,0.008264,1,0.983607,0.991736,0.987654,0.958621,0.999603,0.999797,0.936416,0.042042,0.957958,0.063584,0.944428,0.936416,0.928152,0.904059,0.996538,0.986137,0.742338,0.936416,0,0.228,0,0.21875,0,218.75,136088,134291,16821,100,56.213873,?,1
car,3,2,weka.classifiers.lazy.IBk,'-K 50 -W 0 -X -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20170918.1647,1555,173,161,12,0,93.063584,6.936416,0,0.841466,0.11377,0.195103,49.68286,57.710174,207.771695,75.493132,132.278563,1.200992,0.436376,0.764616,130.467747,0.754149,10774.406398,1,121,0.076923,4,0.923077,48,0,0,0.968,1,0.98374,0.945272,1,1,0.930636,0.06726,0.93274,0.069364,0.935677,0.930636,0.921597,0.889361,0.996344,0.981861,0.737127,0.930636,0,0.228,0,0.21875,0,218.75,136088,134291,16821,100,54.33526,?,1
car,3,3,weka.classifiers.lazy.IBk,'-K 50 -W 0 -X -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20170918.1647,1555,173,166,7,0,95.953757,4.046243,0,0.910442,0.115048,0.200572,50.240773,59.327791,207.771695,78.679333,129.092362,1.200992,0.454794,0.746199,126.3605,0.730408,10435.218028,0.991736,120,0.019231,1,0.980769,51,0.008264,1,0.991736,0.991736,0.991736,0.972505,0.999205,0.999599,0.959538,0.023544,0.976456,0.040462,0.963479,0.959538,0.952728,0.937263,0.996109,0.974438,0.837961,0.959538,0,0.24,0,0.234375,0,234.375,136088,134291,16821,100,54.768786,?,1
car,3,4,weka.classifiers.lazy.IBk,'-K 50 -W 0 -X -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20170918.1647,1555,173,160,13,0,92.485549,7.514451,0,0.825807,0.10698,0.190778,46.716291,56.428756,207.875497,70.549632,137.325865,1.201592,0.407801,0.793791,136.187216,0.787209,11247.296112,1,121,0.134615,7,0.865385,45,0,0,0.945313,1,0.971888,0.904466,0.999921,0.999932,0.924855,0.104247,0.895753,0.075145,0.926156,0.924855,0.914392,0.860409,0.997718,0.98861,0.752962,0.924855,0,0.234,0,0.234375,0,234.375,136080,134291,16821,100,52.745665,?,1
car,3,5,weka.classifiers.lazy.IBk,'-K 50 -W 0 -X -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20170918.1647,1555,173,160,13,0,92.485549,7.514451,0,0.828229,0.117587,0.200052,51.243838,59.036876,210.310948,78.123109,132.187839,1.21567,0.451579,0.764092,129.452771,0.748282,10705.000973,1,121,0.115385,6,0.884615,46,0,0,0.952756,1,0.975806,0.918054,1,1,0.924855,0.090709,0.909291,0.075145,0.91785,0.924855,0.917615,0.867608,0.994464,0.979869,0.781388,0.924855,0,0.241,0,0.234375,0,234.375,136088,134291,16821,100,55.635838,?,1
car,3,6,weka.classifiers.lazy.IBk,'-K 50 -W 0 -X -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20170918.1647,1555,173,163,10,0,94.219653,5.780347,0,0.869935,0.106781,0.187866,46.534414,55.440625,210.310948,69.751819,140.559129,1.21567,0.40319,0.812481,139.370913,0.805612,11525.174346,1,121,0.038462,2,0.961538,50,0,0,0.98374,1,0.991803,0.972576,0.999841,0.999932,0.942197,0.039917,0.960083,0.057803,0.909115,0.942197,0.923243,0.903788,0.997791,0.991807,0.679176,0.942197,0,0.228,0,0.234375,0,234.375,136096,134291,16821,100,53.757225,?,1
car,3,7,weka.classifiers.lazy.IBk,'-K 50 -W 0 -X -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20170918.1647,1555,173,163,10,0,94.219653,5.780347,0,0.868701,0.111462,0.190907,48.574646,56.338248,210.310948,72.937288,137.37366,1.21567,0.421603,0.794067,136.197284,0.787268,11262.7335,1,121,0.096154,5,0.903846,47,0,0,0.960317,1,0.979757,0.931654,1,1,0.942197,0.075387,0.924613,0.057803,0.943343,0.942197,0.937642,0.897759,0.998739,0.99469,0.842814,0.942197,0.001,0.23,0,0.21875,0,218.75,136088,134291,16821,100,54.624277,?,1
car,3,8,weka.classifiers.lazy.IBk,'-K 50 -W 0 -X -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20170918.1647,1555,173,161,12,0,93.063584,6.936416,0,0.841187,0.107243,0.194271,46.736064,57.331002,210.310948,71.333085,138.977862,1.21567,0.41233,0.80334,137.506625,0.794836,11371.008481,1,121,0.134615,7,0.865385,45,0,0,0.945313,1,0.971888,0.904466,0.998729,0.999471,0.930636,0.100905,0.899095,0.069364,0.927816,0.930636,0.927129,0.870749,0.99541,0.985238,0.848741,0.930636,0,0.236,0,0.1875,0,187.5,136088,134291,16821,100,52.023121,?,1
car,3,9,weka.classifiers.lazy.IBk,'-K 50 -W 0 -X -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20170918.1647,1556,172,153,19,0,88.953488,11.046512,0,0.736537,0.110302,0.1995,48.34292,59.252233,205.600818,74.243222,131.357596,1.195354,0.431647,0.763707,129.562364,0.75327,10694.206677,1,121,0.156863,8,0.843137,43,0,0,0.937984,1,0.968,0.889297,1,1,0.889535,0.128487,0.871513,0.110465,0.897099,0.889535,0.868913,0.806921,0.994097,0.975604,0.565802,0.889535,0,0.245,0,0.25,0,250,136173,134376,16736,100,52.325581,?,1
car,3,10,weka.classifiers.lazy.IBk,'-K 50 -W 0 -X -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20170918.1647,1556,172,155,17,0,90.116279,9.883721,0,0.767641,0.120724,0.208139,52.910466,61.817956,205.600818,80.628099,124.972719,1.195354,0.468768,0.726586,122.252021,0.710768,10090.803676,0.991736,120,0.156863,8,0.843137,43,0.008264,1,0.9375,0.991736,0.963855,0.87391,0.998704,0.999463,0.901163,0.12519,0.87481,0.098837,0.86435,0.901163,0.881927,0.804646,0.993532,0.978725,0.663042,0.901163,0,0.233,0,0.234375,0,234.375,136157,134376,16736,100,53.343023,?,1
car,4,1,weka.classifiers.lazy.IBk,'-K 50 -W 0 -X -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20170918.1647,1555,173,161,12,0,93.063584,6.936416,0,0.839666,0.116352,0.199251,50.81019,58.937287,207.771695,77.380851,130.390844,1.200992,0.447288,0.753704,128.226187,0.741192,10589.291899,1,121,0.134615,7,0.865385,45,0,0,0.945313,1,0.971888,0.904466,1,1,0.930636,0.102565,0.897435,0.069364,0.931286,0.930636,0.922264,0.868526,0.994899,0.978847,0.814609,0.930636,0,0.233,0,0.234375,0,234.375,136088,134291,16821,100,54.768786,?,1
car,4,2,weka.classifiers.lazy.IBk,'-K 50 -W 0 -X -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20170918.1647,1555,173,159,14,0,91.907514,8.092486,0,0.813434,0.106889,0.194116,46.67769,57.418166,207.771695,71.791713,135.979982,1.200992,0.414981,0.786011,134.280729,0.776189,11089.293603,1,121,0.096154,5,0.903846,47,0,0,0.960317,1,0.979757,0.931654,0.999762,0.999864,0.919075,0.082393,0.917607,0.080925,0.884599,0.919075,0.899954,0.855155,0.997221,0.984748,0.652256,0.919075,0,0.234,0,0.234375,0,234.375,136088,134291,16821,100,51.011561,?,1
car,4,3,weka.classifiers.lazy.IBk,'-K 50 -W 0 -X -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20170918.1647,1555,173,165,8,0,95.375723,4.624277,0,0.896135,0.114729,0.191555,50.10147,56.660788,207.771695,75.175472,132.596223,1.200992,0.43454,0.766452,130.691145,0.75544,10792.85528,1,121,0.038462,2,0.961538,50,0,0,0.98374,1,0.991803,0.972576,1,1,0.953757,0.036995,0.963005,0.046243,0.957171,0.953757,0.946641,0.930149,0.998411,0.9929,0.811944,0.953757,0,0.243,0,0.25,0,250,136080,134291,16821,100,57.225434,?,1
car,4,4,weka.classifiers.lazy.IBk,'-K 50 -W 0 -X -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20170918.1647,1555,173,164,9,0,94.797688,5.202312,0,0.883484,0.109028,0.192765,47.513788,56.886499,210.310948,72.390028,137.92092,1.21567,0.418439,0.797231,136.248436,0.787563,11266.963408,1,121,0.038462,2,0.961538,50,0,0,0.98374,1,0.991803,0.972576,1,1,0.947977,0.03829,0.96171,0.052023,0.95287,0.947977,0.936402,0.92105,0.998009,0.991883,0.763442,0.947977,0,0.243,0,0.234375,0,234.375,136088,134291,16821,100,53.179191,?,1
car,4,5,weka.classifiers.lazy.IBk,'-K 50 -W 0 -X -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20170918.1647,1555,173,160,13,0,92.485549,7.514451,0,0.82672,0.111965,0.193306,48.79384,57.045956,210.310948,73.450018,136.86093,1.21567,0.424567,0.791104,135.405857,0.782693,11197.287018,1,121,0.134615,7,0.865385,45,0,0,0.945313,1,0.971888,0.904466,1,1,0.924855,0.103915,0.896085,0.075145,0.926131,0.924855,0.911917,0.85916,0.998353,0.991193,0.762139,0.924855,0,0.241,0,0.234375,0,234.375,136096,134291,16821,100,53.757225,?,1
car,4,6,weka.classifiers.lazy.IBk,'-K 50 -W 0 -X -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20170918.1647,1555,173,158,15,0,91.32948,8.67052,0,0.799907,0.111648,0.198426,48.655545,58.556996,210.310948,75.264634,135.046313,1.21567,0.435056,0.780615,133.773284,0.773256,11062.282615,1,121,0.115385,6,0.884615,46,0,0,0.952756,1,0.975806,0.918054,1,1,0.913295,0.095346,0.904654,0.086705,0.878277,0.913295,0.894166,0.84193,0.996208,0.979965,0.654817,0.913295,0,0.243,0,0.234375,0,234.375,136072,134291,16821,100,54.33526,?,1
